Air_Carrier,Event_Date,Country,Location,Airport_Name,Latitude,Longitude,Weather_Condition,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured,City,State,Countries,Country_Fatal,Country_Uninjured,US_States,States_Fatal,States_Uninjured
KANSAS HIGHWAY PATROL,7/7/2017,United States,"Topeka, KS",PHILIP BILLARD MUNI,003949N,0953741W,VMC,0,2,0,0,Topeka, KS,,,,,,
Unknown,7/7/2017,United States,"San Antonio, TX",SAN ANTONIO INTL,293142N,0098282W,VMC,0,0,0,5,San Antonio, TX,,,,,,
Air Canada,7/8/2017,United States,"San Francisco, CA",San Francisco International,373655N,1222129W,VMC,0,0,0,0,San Francisco, CA,,,,,,
Aviation Adventures LLC.,7/9/2017,United States,"Manassas, VA",MANASSAS RGNL/HARRY P DAVIS FI,384317N,0773051W,VMC,0,0,0,1,Manassas, VA,,,,,,
Valley Aviation Inc,7/10/2017,United States,"WILKES-BARRE, PA",WILKES-BARRE WYOMING VALLEY,411750N,0075518W,VMC,0,1,0,1,WILKES-BARRE, PA,,,,,,
IRF LLC,7/11/2017,United States,"Wilkes-Barre/Scranton, PA",WILKES-BARRE/SCRANTON INTL,412035N,0754310W,VMC,0,0,0,2,Wilkes-Barre/Scranton, PA,,,,,,
T-210 HOLDINGS LLC,7/13/2017,United States,"Tyler, TX",Tyler-Pounds Regional,322039N,0952421W,VMC,2,0,0,0,Tyler, TX,,,,,,
Jonathan Liard,7/14/2017,United States,"Spokane, WA",FELTS FIELD,474059N,1171921W,VMC,0,1,0,0,Spokane, WA,,,,,,
Chesapeake Sport Pilot,7/15/2017,United States,"Stevensville, MD",Bay Bridge Airport,385835N,0761948W,VMC,0,0,0,2,Stevensville, MD,,,,,,
BADGER FLYERS INC.,7/15/2017,United States,"Washington Island, WI",WASHINGTON ISLAND,452316N,0865522W,VMC,0,0,0,2,Washington Island, WI,,,,,,
Pilot,7/15/2017,United States,"Colorado Springs, CO",Meadow Lake Airport,385645N,1043412W,VMC,0,0,0,2,Colorado Springs, CO,,,,,,
USDA FOREST SERVICE FIRE & AVIATION,7/16/2017,United States,"Albuquerque, NM",ALBUQUERQUE INTL SUNPORT,035220N,1063651W,VMC,0,0,0,1,Albuquerque, NM,,,,,,
DW MILLER CONSTRUCTION INC,7/16/2017,United States,"Franklin, VA",FRANKLIN MUNI-JOHN BEVERLY ROS,036421N,0076548W,VMC,0,0,0,1,Franklin, VA,,,,,,
JERSEY DEVIL DUSTERS LLC,7/19/2017,United States,"Pemberton Twp, NJ",AG Air Strip - Rake Pond Farms,401754N,0743113W,VMC,0,0,0,1,Pemberton Twp, NJ,,,,,,
VOLO AVIATION INC,7/21/2017,United States,"New York, NY",NEW YORK SKYPORTS INC,040443N,0735822W,VMC,0,0,0,9,New York, NY,,,,,,
NATIONAL HELICOPTER SERVICE & ENGINEERIN,7/21/2017,United States,"Van Nuys, CA",VAN NUYS,034937N,1182742W,VMC,0,1,3,0,Van Nuys, CA,,,,,,
BAY AIR INC,7/21/2017,United States,"Dilllingham, AK",Shannon Pond,591158N,1584431W,VMC,0,0,0,3,Dilllingham, AK,,,,,,
ROCKY MOUNTAIN ROTORS LLC,7/21/2017,United States,"Bozeman, MT",BOZEMAN YELLOWSTONE INTL,454639N,0011197W,VMC,0,0,0,2,Bozeman, MT,,,,,,
"Up Above Austin, LLC",7/22/2017,United States,"Austin, TX",Lake Travis,302514N,0975437W,VMC,0,2,0,1,Austin, TX,,,,,,
BUNTINGS DUSTING INC,7/23/2017,United States,"Berlin, MD",BUNTING'S FIELD,038222N,0751352W,VMC,0,0,0,1,Berlin, MD,,,,,,
K AIRMOTIVE LLC,7/23/2017,United States,"Sandy, OR",MC KINNON AIRPARK,452550N,1221431W,VMC,0,0,0,4,Sandy, OR,,,,,,
Blue Air Training LLC,7/24/2017,United States,"Henderson, NV",HENDERSON EXECUTIVE,355731N,0115810W,VMC,0,1,0,0,Henderson, NV,,,,,,
Orbic Air LLC,7/27/2017,United States,"Santa Ana, CA",JOHN WAYNE AIRPORT-ORANGE COUN,334032N,0117526W,VMC,0,0,0,1,Santa Ana, CA,,,,,,
Texas Rotorwing Academy,7/28/2017,United States,"Beaumont, TX",Beaumont Muni,030413N,0941254W,VMC,0,2,0,0,Beaumont, TX,,,,,,
FMG AVIATION LLC,7/28/2017,United States,"Hondo, TX",SOUTH TEXAS RGNL AT HONDO,292133N,0099104W,VMC,0,0,0,3,Hondo, TX,,,,,,
Arrow Aviation LLC,7/30/2017,United States,"Danbury, CT",DANBURY MUNI,041225N,0732935W,VMC,1,0,2,0,Danbury, CT,,,,,,
N304MG LLC.,7/30/2017,United States,"Homestead, FL",MIAMI HOMESTEAD GENERAL AVIATI,025308N,0803229W,VMC,0,0,0,2,Homestead, FL,,,,,,
"PINNACLE AVIATION ACADEMY, INC.",7/30/2017,United States,"Carlsbad, CA",MC CLELLAN-PALOMAR,033744N,1171633W,VMC,0,0,0,1,Carlsbad, CA,,,,,,
Aspen Flying Club,7/31/2017,United States,"Denver, CO",Centennial,393419N,1045053W,VMC,0,0,0,2,Denver, CO,,,,,,
Individual,8/1/2017,United States,"Topeka, KS",Philip Billard Municipal Airpo,003947N,0953721W,VMC,2,0,0,0,Topeka, KS,,,,,,
USDA/ARS,8/2/2017,United States,"San Angelo, TX",SAN ANGELO RGNL/MATHIS FIELD,312124N,1002957W,VMC,0,0,0,1,San Angelo, TX,,,,,,
BEERS INVESTMENT GROUP INC,8/2/2017,United States,"Kearney, NE",KEARNEY RGNL,040458N,0009903W,VMC,0,0,0,1,Kearney, NE,,,,,,
Pilot,8/3/2017,United States,"Danville, AR",Danville Municipal Airport,035513N,0932539W,VMC,0,0,0,1,Danville, AR,,,,,,
NMG AVIATION LLC,8/4/2017,United States,"Salisbury, NC",ROWAN COUNTY,353845N,0803113W,VMC,0,0,0,1,Salisbury, NC,,,,,,
Malev Repuloklub,8/4/2017,Hungary,"Dunaujvaros, Hungary",Dunaujvaros,047290N,0019310E,VMC,0,0,0,1,Dunaujvaros, Hungary,,,,,,
KAPOWSIN AIR SPORTS LTD,8/4/2017,United States,"Mulino, OR",MULINO STATE,451253N,1223520W,VMC,0,0,0,1,Mulino, OR,,,,,,
William Snethen,8/5/2017,United States,"Nampa, ID",NAMPA MUNI,433455N,1163128W,VMC,0,0,0,2,Nampa, ID,,,,,,
NEPTUNE AVIATION SERVICES INC,8/6/2017,United States,"Pocatello, ID",POCATELLO RGNL,425421N,1123527W,VMC,0,0,0,3,Pocatello, ID,,,,,,
Tassili Airlines,8/10/2017,Antigua and Barbuda,"Algiers, Antigua and Barbuda",Algiers,036391N,0041551E,VMC,4,0,0,0,Algiers, Antigua and Barbuda,,,,,,
ARROW AVIATION LLC,8/11/2017,United States,"New Milford, CT",Candlelight Farms,413434N,0073283W,VMC,1,0,2,0,New Milford, CT,,,,,,
"Skywalker Flight School, LLC.",8/11/2017,United States,"Adrian, MI",LENAWEE COUNTY,414945N,0084428W,VMC,0,0,2,0,Adrian, MI,,,,,,
Pilot,8/12/2017,United States,"Ashland, OH",Ashland County Airport,405135N,0821834W,VMC,0,1,1,0,Ashland, OH,,,,,,
TransPac Aviation Academy,8/14/2017,United States,"Chandler, AZ",CHANDLER MUNI,033169N,1114840W,VMC,0,0,0,1,Chandler, AZ,,,,,,
American Airlines,8/15/2017,United States,"Queens, NY",JOHN F KENNEDY INTL,403852N,0734556W,VMC,0,0,0,295,Queens, NY,,,,,,
"Glenn Air, Inc.",8/17/2017,United States,"Talkeetna, AK",STEPHAN LAKE LODGE,624148N,0148555W,VMC,0,0,0,1,Talkeetna, AK,,,,,,
GULF CENTRAL AVIATION LLC,8/17/2017,United States,"Gonzales, LA",LOUISIANA RGNL,030914N,0905616W,VMC,0,0,0,2,Gonzales, LA,,,,,,
New Kent Flight Center LLC,8/18/2017,United States,"Quinton, VA",NEW KENT COUNTY,372950N,0077857W,VMC,1,1,0,0,Quinton, VA,,,,,,
USDA-APHIS-WS,8/18/2017,United States,"Sweetwater, TX",Avenger Field Airport,322818N,0100289W,VMC,0,0,0,2,Sweetwater, TX,,,,,,
COMTEMPORARY COMMUNICATION SYSTEMS INC,8/19/2017,United States,"Loman, ID",WARM SPRINGS CREEK,044832N,1151851W,VMC,0,0,0,3,Loman, ID,,,,,,
PARAMOUNT AIR SERVICE,8/20/2017,United States,"Green Creek, NJ",Paramount,039354N,0745435W,VMC,0,1,0,0,Green Creek, NJ,,,,,,
HELICOPTER PARTS INTERNATIONAL INC,8/20/2017,United States,"Minden, NV",MINDEN-TAHOE,385954N,1194526W,VMC,0,0,0,5,Minden, NV,,,,,,
BOAIR INC,8/21/2017,United States,"Shaw, MS",Tapley Airport,333559N,0904652W,VMC,0,1,0,0,Shaw, MS,,,,,,
Squadron 2 Acquisition Corp,8/22/2017,United States,"Byron, CA",BYRON,373016N,0121237W,VMC,0,0,0,4,Byron, CA,,,,,,
AIRWEST AVIATION ACADEMY LLC,8/22/2017,United States,"Glendale, AZ",Glendale Munical Airport,333137N,1121743W,VMC,0,0,0,2,Glendale, AZ,,,,,,
Adroaldo Begrow,8/23/2017,United States,"Foley, AL",RESORT,302640N,0873935W,VMC,0,0,0,1,Foley, AL,,,,,,
TWIN OAKS AIRPARK INC,8/24/2017,United States,"Hillsboro, OR",STARK'S TWIN OAKS AIRPARK,452538N,1225638W,VMC,0,0,0,2,Hillsboro, OR,,,,,,
PRESSLEY AVIATION LLC,8/25/2017,United States,"Monroe, NC",CHARLOTTE-MONROE EXECUTIVE,003513N,0803719W,VMC,0,0,0,1,Monroe, NC,,,,,,
WACO TRANSPORT BUSINESS TRUST,8/27/2017,United States,"Wurtsboro, NY",WURTSBORO-SULLIVAN COUNTY,413548N,0742741W,VMC,0,1,0,0,Wurtsboro, NY,,,,,,
PARK COUNTY SHERIFFS OFFICE,8/28/2017,United States,"Cody, WY",YELLOWSTONE RGNL,443113N,0109126W,VMC,0,0,0,1,Cody, WY,,,,,,
Wheels Up,8/29/2017,United States,"San Jose, CA",NORMAN Y MINETA SAN JOSE INTL,372143N,1215536W,VMC,0,0,0,5,San Jose, CA,,,,,,
Capitol Helicopters,8/29/2017,United States,"Sacramento, CA",SACRAMENTO EXECUTIVE,383045N,1212947W,VMC,0,0,0,2,Sacramento, CA,,,,,,
"Star Marianas Air, Inc.",8/30/2017,United States,"Saipan,",FRANCISCO C ADA/SAIPAN INTL,001574N,1454334E,VMC,0,0,0,7,Saipan,,,,,,,
Gwinnett County Police Department,9/1/2017,United States,"Lawrenceville, GA",Gwinnett,335841N,0835745W,VMC,0,0,2,0,Lawrenceville, GA,,,,,,
ZERO ENERGY AVIATION LLC,9/1/2017,United States,"Broomfield, CO",ROCKY MOUNTAIN METROPOLITAN,395432N,0010572W,VMC,0,0,0,2,Broomfield, CO,,,,,,
L3 CTC AVIATION TRAINING,9/2/2017,United States,"Goodyear, AZ",PHOENIX GOODYEAR,332547N,1122210W,VMC,0,0,0,1,Goodyear, AZ,,,,,,
Amelia Ried Aviation LLC,9/2/2017,United States,"Winnemucca, NV",WINNEMUCCA MUNI,405348N,1174821W,VMC,0,0,0,1,Winnemucca, NV,,,,,,
NETJETS AVIATION INC,9/3/2017,United States,"Wilmington, DE",NEW CASTLE,394043N,0753624W,VMC,0,0,1,3,Wilmington, DE,,,,,,
Delta Air Lines,9/4/2017,United States,"El Paso, TX",El Paso Intl,314826N,1062235W,VMC,0,0,1,142,El Paso, TX,,,,,,
COBALT AIRCRAFT INDUSTRIES INC,9/5/2017,United States,"Atwater, CA",CASTLE,372233N,1203423W,VMC,0,0,0,1,Atwater, CA,,,,,,
Delta Air Lines,9/6/2017,United States,"Las Vegas, NV",Mc Carran Intl,003652N,0115913W,VMC,0,0,0,184,Las Vegas, NV,,,,,,
Helicopter Flight Services,9/8/2017,United States,"Medford, NJ",FLYING W,039563N,0744826W,VMC,2,0,0,0,Medford, NJ,,,,,,
HOLUBAR PROPERTIES INC,9/9/2017,United States,"McKinney, TX",McKinney National,331035N,0963521W,VMC,0,0,0,2,McKinney, TX,,,,,,
INTERSTATE AVIATION INC.,9/11/2017,United States,"Plainville, CT",ROBERTSON FIELD,414120N,0072522W,VMC,0,1,0,0,Plainville, CT,,,,,,
SANTA MONICA FLYERS INC,9/11/2017,United States,"Santa Ynez, CA",SANTA YNEZ,343627N,0120431W,VMC,0,0,0,2,Santa Ynez, CA,,,,,,
CIVIL AIR PATROL,9/12/2017,United States,"Silver Springs, NV",SILVER SPRINGS,392423N,1191427W,VMC,0,0,0,2,Silver Springs, NV,,,,,,
Air Canada,9/12/2017,United States,"Los Angeles, CA",Los Angeles International Airp,003300N,0011800W,VMC,0,0,0,140,Los Angeles, CA,,,,,,
Meridian Flying Services Inc.,9/12/2017,United States,"Worland, WY",Worland Municipal,435746N,0107572W,VMC,0,0,0,1,Worland, WY,,,,,,
FREIGHT RUNNERS EXPRESS INC,9/13/2017,United States,"Greeley, CO",GREELEY-WELD COUNTY,402615N,0104380W,VMC,0,0,0,3,Greeley, CO,,,,,,
PSA AIRLINES INC,9/13/2017,United States,"Charlotte, NC",CHARLOTTE/DOUGLAS INTL,035748N,0803336W,VMC,0,0,0,34,Charlotte, NC,,,,,,
MAINE INSTRUMENT FLIGHT,9/14/2017,United States,"Machias, ME",Machias Valley Airport,444211N,0672843W,VMC,0,0,0,1,Machias, ME,,,,,,
92 AVIATION LLC,9/14/2017,United States,"Statesville, NC",STATESVILLE RGNL,354554N,0805714W,VMC,0,0,0,4,Statesville, NC,,,,,,
WATERBIRD HOLDINGS LLC,9/15/2017,United States,"New Fairfield, CT",LAKE,412940N,0073272W,VMC,0,0,0,2,New Fairfield, CT,,,,,,
SINGH AMANDEEP,9/15/2017,United States,"Watsonville, CA",WATSONVILLE MUNI,036569N,1214726W,VMC,0,0,0,2,Watsonville, CA,,,,,,
WESTWIND AVIATION INC,9/16/2017,United States,"Sedona, AZ",SEDONA,345057N,1114726W,VMC,0,0,0,9,Sedona, AZ,,,,,,
Revolution Aviation,9/20/2017,United States,"Long Beach, CA",LONG BEACH /DAUGHERTY FIELD/,334911N,0011895W,VMC,0,0,1,0,Long Beach, CA,,,,,,
Hanseo USA LLC,9/22/2017,United States,"Chino, CA",CHINO,335812N,1173711W,VMC,0,0,0,3,Chino, CA,,,,,,
TUMBLEWEED LEASING CO INC,9/24/2017,United States,"Santa Barbara, CA",SANTA BARBARA MUNI,342534N,1195029W,VMC,0,0,0,2,Santa Barbara, CA,,,,,,
CHAPARRAL AIR GROUP,9/27/2017,United States,"Fullerton, CA",FULLERTON MUNI,335219N,1175847W,VMC,0,2,0,0,Fullerton, CA,,,,,,
American Airlines,9/30/2017,United States,"Arlington, VA",Reagan National,038540N,0007720W,VMC,0,0,0,301,Arlington, VA,,,,,,
SKY SOARING INC,9/30/2017,United States,"Hampshire, IL",SKY SOARING,042916N,0088310W,VMC,0,0,0,1,Hampshire, IL,,,,,,
Southwest Airlines,10/2/2017,United States,"Chicago, IL",Chicago Midway International A,414711N,0874443W,VMC,0,0,0,84,Chicago, IL,,,,,,
TRAINING SERVICES INC,10/3/2017,United States,"Virginia Beach, VA",VIRGINIA BEACH,364044N,0076158W,VMC,0,1,0,0,Virginia Beach, VA,,,,,,
SKYLINE SOARING CLUB,10/7/2017,United States,"Front Royal, VA",Front Royal,385513N,0781547W,VMC,1,0,0,0,Front Royal, VA,,,,,,
Best in Sky,10/8/2017,Belgium,"Namur, Belgium",Namur-Suarlee,005000N,0000400E,VMC,0,4,0,0,Namur, Belgium,,,,,,
DURASHOK LLC,10/12/2017,United States,"Cedartown, GA",POLK COUNTY AIRPORT- CORNELIUS,003417N,0085847W,VMC,0,0,0,2,Cedartown, GA,,,,,,
AERO NEWTON INC,10/13/2017,United States,"Las Cruces, NM",LAS CRUCES INTL,322013N,1065459W,VMC,2,0,0,0,Las Cruces, NM,,,,,,
OSF AVIATION LLC.,10/13/2017,United States,"Canton, IL",INGERSOLL,403349N,0090427W,VMC,0,0,0,2,Canton, IL,,,,,,
CAE OXFORD AVIATION ACADEMY PHOENIX INC,10/13/2017,United States,"Mesa, AZ",Phoenix-Mesa Gateway,331828N,1113920W,VMC,0,0,0,2,Mesa, AZ,,,,,,
Omni Air International,10/15/2017,United States,"Honolulu, HI",Daniel K. Inouye International,021194N,1575513W,Unk,0,0,1,11,Honolulu, HI,,,,,,
CREST AIRPARK INC.,10/15/2017,United States,"Auburn, WA",AUBURN MUNI,471943N,1221336W,VMC,0,0,0,2,Auburn, WA,,,,,,
NOBLE AIR CHARTER INC,10/18/2017,United States,"St. Petersburg, FL",ALBERT WHITTED,027457N,0823911W,VMC,0,2,0,0,St. Petersburg, FL,,,,,,
Pilot,10/19/2017,United States,"Port Mansfield, TX",Charles R Johnson Airport,263337N,0972621W,VMC,0,0,0,3,Port Mansfield, TX,,,,,,
"Bering Air, Inc.",10/21/2017,United States,"Anchorage, AK",TED STEVENS ANCHORAGE INTL,061104N,0015007W,VMC,0,0,0,4,Anchorage, AK,,,,,,
POCONO MOUNTAINS FLYING CLUB INC,10/22/2017,United States,"Pottsville, PA",SCHUYLKILL COUNTY /JOE ZERBEY,404219N,0762239W,VMC,0,0,0,2,Pottsville, PA,,,,,,
BLUE SKIES AVIATION LLC,10/24/2017,United States,"Tacoma, WA",TACOMA NARROWS,047165N,1223441W,VMC,0,0,0,1,Tacoma, WA,,,,,,
Michael J Still,10/28/2017,United States,"Chandler, AZ",Chandler Municipal,331551N,1114912W,VMC,0,0,0,1,Chandler, AZ,,,,,,
IASCO FLIGHT TRAINING INC,11/2/2017,United States,"Redding, CA",Redding Municipal Airport,403032N,1221736W,VMC,0,0,0,3,Redding, CA,,,,,,
AIR EVAC EMS INC,11/8/2017,United States,"Union City, TN",None,362519N,0008932W,VMC,0,3,0,0,Union City, TN,,,,,,
CLEAR BLUE SKY AVIATION LLC.,11/8/2017,United States,"Macon, GA",MACON DOWNTOWN,324918N,0833343W,VMC,0,0,0,2,Macon, GA,,,,,,
CHRISTIANSEN AVIATION INC,11/9/2017,United States,"Trenton, NJ",TRENTON MERCER,401636N,0744848W,VMC,0,0,0,1,Trenton, NJ,,,,,,
"1World Aero, LLC",11/10/2017,United States,"Annapolis, MD",LEE,038594N,0763357W,VMC,0,0,0,3,Annapolis, MD,,,,,,
RUNZEL BROTHERS AVIATION LLC,11/12/2017,United States,"Grayslake, IL",CAMPBELL,421927N,0088449W,IMC,0,0,0,1,Grayslake, IL,,,,,,
OHIO STATE UNIVERSITY AIRPORT,11/14/2017,United States,"Columbus, OH",OHIO STATE UNIVERSITY,040440N,0008345W,VMC,0,0,0,1,Columbus, OH,,,,,,
"Redtail Air, Inc",11/15/2017,United States,"Rock Springs, WY",Rock Springs-Sweetwater County,041367N,0010975W,VMC,0,2,2,0,Rock Springs, WY,,,,,,
AIC Recycling LLC,11/17/2017,United States,"Oak Island, NC",CAPE FEAR RGNL JETPORT/HOWIE F,335537N,0078442W,VMC,0,0,0,2,Oak Island, NC,,,,,,
Squadron 2,11/19/2017,United States,"San Jose, CA",REID-HILLVIEW OF SANTA CLARA C,371935N,0121497W,VMC,0,1,2,0,San Jose, CA,,,,,,
Southwest Airlines,11/19/2017,United States,"Los Angeles, CA",Los Angeles International,335642N,1182429W,VMC,0,0,0,5,Los Angeles, CA,,,,,,
PERSONAL AVIATION INC.,11/20/2017,United States,"San Diego, CA",MONTGOMERY-GIBBS EXECUTIVE,032492N,0117832W,VMC,0,0,0,1,San Diego, CA,,,,,,
FRESH AIR LLC,11/22/2017,United States,"Presque Isle, ME",Northern Maine Regional,464120N,0068241W,IMC,0,2,0,2,Presque Isle, ME,,,,,,
BELLEAIRE LLC,11/25/2017,United States,"Clearwater, FL",ST PETE-CLEARWATER INTL,275527N,0824129W,VMC,0,1,0,0,Clearwater, FL,,,,,,
FLYING HAWKS INC,11/26/2017,United States,"Palmyra, WI",PALMYRA MUNI,042532N,0088356W,VMC,0,0,2,0,Palmyra, WI,,,,,,
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY INC,11/26/2017,United States,"Daytona Beach, FL",DAYTONA BEACH INTL,291051N,0081333W,VMC,0,0,0,1,Daytona Beach, FL,,,,,,
STATE OF ALASKA,11/29/2017,United States,"Nikolai, AK",TATITNA,621736N,1532143W,VMC,0,0,0,1,Nikolai, AK,,,,,,
GODDARD AIRCRAFT CLUB INC,11/30/2017,United States,"Bowie, MD",FREEWAY,385644N,0764624W,VMC,0,0,0,1,Bowie, MD,,,,,,
UNIVERSITY OF NORTH DAKOTA,12/2/2017,United States,"Park Rapids, MN",PARK RAPIDS MUNI-KONSHOK FIELD,046543N,0095421W,VMC,0,0,0,1,Park Rapids, MN,,,,,,
Pilot,12/3/2017,United States,"Ravenna, OH",Portage County Airport,411231N,0811342W,VMC,1,0,0,0,Ravenna, OH,,,,,,
American Airlines,12/3/2017,United States,"Miami, FL",Miami International,254736N,0801726W,VMC,0,0,0,294,Miami, FL,,,,,,
LUFTLADDER INC,12/4/2017,United States,"Jeffersonville, IN",CLARK RGNL,382156N,0854417W,VMC,0,0,0,3,Jeffersonville, IN,,,,,,
ATLAS AVIATION LP,12/5/2017,United States,"Fort Pierce, FL",TREASURE COAST INTL,272932N,0080225W,VMC,0,1,0,1,Fort Pierce, FL,,,,,,
SHADOW VENTURES LLC,12/5/2017,United States,"Chesapeake, VA",HAMPTON ROADS EXECUTIVE,364651N,0076275W,VMC,0,0,0,1,Chesapeake, VA,,,,,,
ANGEL AVIATION INC,12/5/2017,United States,"Glendale, AZ",GLENDALE MUNI,333137N,1121743W,VMC,0,0,0,2,Glendale, AZ,,,,,,
GREAT LAKES AIR. INC,12/5/2017,United States,"Cheboygan, MI",CHEBOYGAN COUNTY,453915N,0843050W,VMC,0,0,0,4,Cheboygan, MI,,,,,,
L3 Airline Academy,12/8/2017,United States,"Geneva, FL",ORLANDO SANFORD INTL,284553N,0081340W,VMC,3,0,0,0,Geneva, FL,,,,,,
Delta Air Lines,12/12/2017,United States,"Detroit, MI",Detroit Metropolitan Wayne Cou,421245N,0832112W,VMC,0,0,0,61,Detroit, MI,,,,,,
Paklook AIR,12/14/2017,United States,"Kwigillingok, AK",KWIGILLINGOK,595232N,0163105W,VMC,0,0,0,3,Kwigillingok, AK,,,,,,
Flying Academy Miami,12/16/2017,United States,"Everglades City, FL",OASIS RANGER STATION-U S GOVER,255149N,0008125W,VMC,0,0,0,2,Everglades City, FL,,,,,,
NORTH STAR AVIATION INC,12/20/2017,United States,"Mankato, MN",MANKATO RGNL,441321N,0093554W,VMC,0,1,0,0,Mankato, MN,,,,,,
Fly Elite Aviation,12/20/2017,United States,"Longmont, CO",VANCE BRAND,040957N,0105958W,VMC,0,0,0,2,Longmont, CO,,,,,,
MONROE AVIATION SCHOOL OF FLIGHT LLC,12/21/2017,United States,"Monroe, MI",CUSTER,415637N,0832558W,VMC,0,0,0,2,Monroe, MI,,,,,,
Fly Seaplanes LLC,12/23/2017,United States,"Newport, OR",Newport Municipal,443443N,0124346W,VMC,0,1,0,1,Newport, OR,,,,,,
Everts Air,12/23/2017,United States,"Bethel, AK",Bethel,604835N,0161510W,VMC,0,0,0,3,Bethel, AK,,,,,,
SKYWEST AIRLINES INC,12/25/2017,United States,"Medford, OR",Rogue Valley International,042250N,1224437W,IMC,0,0,0,0,Medford, OR,,,,,,
HAC PROPERTIES LLC,12/26/2017,United States,"Santa Ana, CA",JOHN WAYNE AIRPORT-ORANGE COUN,334023N,0117520W,VMC,0,0,0,1,Santa Ana, CA,,,,,,
INTEGRATED FLIGHT RESOURCES INC,12/27/2017,United States,"Michigan City, IN",Michigan City Municipal Airpor,414143N,0864932W,VMC,0,2,0,0,Michigan City, IN,,,,,,
STAMM AIR LLC.,12/28/2017,United States,"Spearfish, SD",BLACK HILLS-CLYDE ICE FIELD,044295N,1034717W,VMC,0,0,0,1,Spearfish, SD,,,,,,
HORIZON AIR INDUSTRIES INC,12/30/2017,United States,"Pullman, WA",PULLMAN/MOSCOW RGNL,464434N,0011771W,IMC,0,0,0,46,Pullman, WA,,,,,,
Nature Air,12/31/2017,Philippines,"Punta Islita, Philippines",Islita Airport,095155N,0852158W,VMC,12,0,0,0,Punta Islita, Philippines,,,,,,
Infinity Flight Group,1/1/2018,United States,"Lynchburg, VA",FALWELL,372241N,0079717W,VMC,0,0,0,2,Lynchburg, VA,,,,,,
BEECH CLUB LLC,1/10/2018,United States,"Meadville, PA",PORT MEADVILLE,413735N,0801251W,VMC,0,0,0,1,Meadville, PA,,,,,,
ROCKET AVIATION LLC,1/11/2018,United States,"Spanish Fork, UT",SPANISH FORK ARPT SPRINGVILLE-,040842N,0111404W,VMC,0,0,0,1,Spanish Fork, UT,,,,,,
"Ameriflight, LLC",1/11/2018,United States,"Rock Springs, WY",ROCK SPRINGS-SWEETWATER COUNTY,413556N,0109350W,VMC,0,0,0,1,Rock Springs, WY,,,,,,
Tac Aero / Hood Tech Corp Aero,1/12/2018,United States,"Winnimucca, NV",WINNEMUCCA MUNI,405326N,1174824W,VMC,0,0,0,1,Winnimucca, NV,,,,,,
Santa Barbara County Air Support Unit,1/12/2018,United States,"Van Nuys, CA",VAN NUYS,341235N,1182923W,VMC,0,0,0,2,Van Nuys, CA,,,,,,
2190089 Ontario Inc.,1/16/2018,United States,"Scottsdale, AZ",SCOTTSDALE,333716N,1115448W,VMC,0,0,0,2,Scottsdale, AZ,,,,,,
KINGDOM AIRWAYS LLC,1/17/2018,Bahamas,"Nicholls Town, Bahamas",San Andros Airport,002500N,0077560W,Unk,6,0,0,0,Nicholls Town, Bahamas,,,,,,
AIRCO JN LLC,1/19/2018,United States,"Houston, TX",Ellington Airport,293626N,0095931W,VMC,0,0,0,4,Houston, TX,,,,,,
D H HELICOPTER INC,1/22/2018,United States,"Cahokia, IL",ST LOUIS DOWNTOWN,383417N,0090916W,VMC,0,2,0,0,Cahokia, IL,,,,,,
Pilot,1/22/2018,United States,"Abilene, TX",Dyess Air Force Base,322655N,0994359W,VMC,0,0,1,0,Abilene, TX,,,,,,
Pelican Flight Training LLC.,1/24/2018,United States,"Fort Lauderdale, FL",DOWNTOWN FORT LAUDERDALE,026714N,0080824W,VMC,0,0,0,2,Fort Lauderdale, FL,,,,,,
"Oracle Aviation, LLC",1/24/2018,United States,"Omaha, NE",Millard,411146N,0096644W,VMC,0,0,0,2,Omaha, NE,,,,,,
"Menagerie Enterprises, Inc.",1/24/2018,United States,"McKinney, TX",MCKINNEY NATIONAL,331049N,0963519W,VMC,0,0,0,1,McKinney, TX,,,,,,
ALAS VIEJAS LLC,1/25/2018,United States,"Boerne, TX",BOERNE STAGE FIELD,294324N,0984140W,VMC,0,1,0,0,Boerne, TX,,,,,,
AIR EVAC EMS INC,1/28/2018,United States,"Memphis, TN",Helipad,035813N,0090130W,VMC,0,0,0,4,Memphis, TN,,,,,,
SHEBLE JOSEPH F II,2/2/2018,United States,"North Las Vegas, NV",North Las Vegas,361238N,1151140W,VMC,0,0,0,2,North Las Vegas, NV,,,,,,
PEGASUS AVIATION INC,2/4/2018,United States,"Great Barrington, MA",WALTER J KOLADZA,042114N,0732424W,VMC,0,0,0,1,Great Barrington, MA,,,,,,
"Travel Management, Inc",2/5/2018,United States,"Cleveland, OH",Burke Lakefront,041316N,0814054W,IMC,0,0,0,4,Cleveland, OH,,,,,,
Air Reldan Inc.,2/6/2018,United States,"Patterson, LA",Harry P Williams Memorial,029308N,0911538W,VMC,0,0,1,3,Patterson, LA,,,,,,
AIRGO INC,2/8/2018,United States,"Centralia, IL",CENTRALIA MUNI,383057N,0089530W,VMC,0,0,1,0,Centralia, IL,,,,,,
